[2025-03-29 23:03:19,372] 30 __main__ - INFO - DataProcessing Intialized
[2025-03-29 23:03:21,151] 35 __main__ - INFO - Data loaded sucesfully for Data Processing
[2025-03-29 23:03:21,419] 43 __main__ - INFO - Filtered users sucesfully...
[2025-03-29 23:03:23,466] 53 __main__ - INFO - Scalind done for Processing 
[2025-03-29 23:03:23,763] 72 __main__ - INFO - Encoding done for Users and Anime
[2025-03-29 23:03:24,554] 95 __main__ - INFO - Data splitted sucesfullyy
[2025-03-29 23:03:24,568] 111 __main__ - INFO - user2user_encoded saved sucesfully in processed directory
[2025-03-29 23:03:24,586] 111 __main__ - INFO - user2user_decoded saved sucesfully in processed directory
[2025-03-29 23:03:24,637] 111 __main__ - INFO - anim2anime_encoded saved sucesfully in processed directory
[2025-03-29 23:03:24,680] 111 __main__ - INFO - anim2anime_decoded saved sucesfully in processed directory
[2025-03-29 23:03:32,959] 120 __main__ - INFO - ALl the training testing data as well as rating_df is saved now..
[2025-03-29 23:03:44,127] 156 __main__ - INFO - DF AND SYNOPSIS_Df saved sucesfullyy...
[2025-03-29 23:03:44,133] 172 __main__ - INFO - Data Processing Pipeline Run sucesfully .... Congrats
